City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
138,Hasaki,JP,35.7333,140.8333,43.29,75,100,21.9,overcast clouds
139,Agadez,NE,19.75,10.25,74.89,4,0,7.9,clear sky
140,Sabha,LY,27.0377,14.4283,73.89,18,100,10.49,overcast clouds
141,Bathsheba,BB,13.2167,-59.5167,77.61,78,75,27.63,broken clouds
142,Cape Town,ZA,-33.9258,18.4232,62.11,73,3,8.01,clear sky
143,Gamba,GA,-2.65,10.0,76.55,92,100,5.46,overcast clouds
144,Buala,SB,-8.145,159.5921,82.27,82,81,6.87,moderate rain
145,Rawson,AR,-43.3002,-65.1023,61.07,51,100,9.48,overcast clouds
146,Ndele,CF,8.4109,20.6473,76.57,19,0,4.0,clear sky
147,Zavallya,UA,48.2135,30.0156,52.48,76,100,11.86,overcast clouds
148,Madawaska,US,47.3561,-68.3288,36.7,93,100,12.66,fog
149,El Tigre,VE,8.8875,-64.2454,79.59,64,83,15.3,broken clouds
150,Cabo San Lucas,MX,22.8909,-109.9124,79.61,41,20,10.36,few clouds
151,Talcahuano,CL,-36.7167,-73.1167,55.08,71,0,9.22,clear sky
152,Namatanai,PG,-3.6667,152.4333,85.53,68,97,11.03,overcast clouds
153,Miri,MY,4.4148,114.0089,80.51,79,98,4.68,overcast clouds
154,Kvarkeno,RU,52.0833,59.725,32.32,88,100,9.44,overcast clouds
155,Eirunepe,BR,-6.6603,-69.8736,74.3,98,100,2.73,overcast clouds
156,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,51,75,6.71,broken clouds
157,Atocha,BO,-20.9333,-66.2333,53.91,35,0,5.64,clear sky
158,Baykit,RU,61.67,96.37,19.53,87,100,5.48,overcast clouds
159,North Bend,US,43.4065,-124.2243,57.24,78,0,20.71,clear sky
160,Coquimbo,CL,-29.9533,-71.3436,56.93,88,0,3.44,clear sky
161,Beloha,MG,-25.1667,45.05,68.02,85,0,8.28,clear sky
162,Ketchikan,US,55.3422,-131.6461,44.58,81,75,11.5,broken clouds
163,Esperance,AU,-33.8667,121.9,69.62,61,88,17.81,overcast clouds
164,Port Hardy,CA,50.6996,-127.4199,44.65,77,99,1.9,overcast clouds
165,Calvinia,ZA,-31.4707,19.776,59.49,45,0,4.14,clear sky
166,Vila Velha,BR,-20.3297,-40.2925,80.55,87,75,4.0,broken clouds
167,Egvekinot,RU,66.3167,-179.1667,12.15,81,98,15.17,overcast clouds
168,Chiredzi,ZW,-21.05,31.6667,66.2,79,0,0.29,clear sky
169,Igarka,RU,67.4667,86.5833,10.0,93,100,9.86,overcast clouds
170,Baiyin,CN,36.5583,104.2081,42.53,27,100,8.61,overcast clouds
171,West Lafayette,US,40.4259,-86.9081,38.1,88,100,9.22,overcast clouds
172,Hay River,CA,60.8156,-115.7999,13.96,79,75,17.27,light snow
173,Mbaiki,CF,3.8678,17.9892,77.13,62,100,2.95,overcast clouds
174,Aguimes,ES,27.9054,-15.4461,61.43,72,75,15.01,broken clouds
175,Lavrentiya,RU,65.5833,-171.0,19.08,75,100,11.9,overcast clouds
176,Palmer,US,42.1584,-72.3287,61.39,85,100,17.27,moderate rain
177,Tuding,PH,16.4103,120.6442,76.5,52,100,2.06,overcast clouds
178,Nakamura,JP,32.9833,132.9333,56.52,60,54,5.1,broken clouds
179,Yerbogachen,RU,61.2767,108.0108,31.15,91,100,11.61,light snow
180,Hamilton,US,39.1834,-84.5333,41.76,86,100,11.5,overcast clouds
181,Bonthe,SL,7.5264,-12.505,78.46,92,85,5.82,overcast clouds
182,Marovoay,MG,-16.1,46.6333,71.87,84,99,6.78,overcast clouds
183,Naze,JP,28.3667,129.4833,62.4,69,98,17.74,overcast clouds
184,Rajanpur,PK,29.1035,70.325,74.66,12,0,4.41,clear sky
185,Cianorte,BR,-23.6633,-52.605,63.21,97,100,6.24,overcast clouds
186,Vestmannaeyjar,IS,63.4427,-20.2734,40.05,67,100,5.37,overcast clouds
187,Orumiyeh,IR,37.5527,45.0761,38.75,52,0,4.61,clear sky
188,Ugoofaaru,MV,5.6667,73.0,82.9,72,14,4.41,few clouds
189,Jumla,NP,29.2747,82.1838,48.63,46,0,4.85,clear sky
190,Codrington,AU,-38.2667,141.9667,63.93,53,97,15.23,overcast clouds
191,Tevaitoa,PF,-16.7833,-151.5,81.9,70,79,12.64,broken clouds
192,Khandyga,RU,62.6667,135.6,6.76,91,100,0.65,overcast clouds
193,Rocha,UY,-34.4833,-54.3333,54.23,77,94,4.16,overcast clouds
194,Ostrovnoy,RU,68.0531,39.5131,21.04,82,100,12.46,overcast clouds
195,Paita,PE,-5.0892,-81.1144,73.96,75,52,14.9,broken clouds
196,Noumea,NC,-22.2763,166.4572,84.99,99,43,6.02,scattered clouds
197,Dingle,PH,10.9995,122.6711,84.54,68,61,10.71,broken clouds
198,Iqaluit,CA,63.7506,-68.5145,24.53,100,100,11.5,light snow
199,Yamada,JP,39.4667,141.95,41.47,43,100,12.44,overcast clouds
200,Ruteng,ID,-8.6136,120.4721,72.12,70,12,0.69,few clouds
201,Yambio,SS,4.5721,28.3955,72.41,63,17,4.16,few clouds
202,Karpogory,RU,64.0019,44.4451,7.27,98,94,4.85,overcast clouds
203,Bardiyah,LY,31.7561,25.0865,67.96,30,100,14.85,overcast clouds
204,Alofi,NU,-19.0595,-169.9187,81.36,74,100,6.38,overcast clouds
205,Dire,ML,12.2833,-10.9667,86.47,24,36,2.89,scattered clouds
206,La Asuncion,VE,11.0333,-63.8628,76.66,84,100,15.5,overcast clouds
207,Victoria,HK,22.2855,114.1577,68.38,91,100,11.01,overcast clouds
208,Ondo,NG,7.1,4.8333,75.25,98,77,2.57,broken clouds
209,Nyurba,RU,63.2842,118.3319,30.45,88,87,9.89,overcast clouds
210,Kerema,PG,-7.9631,145.7785,80.65,82,98,8.41,light rain
211,Nanakuli,US,21.3906,-158.1547,84.15,58,75,10.36,light rain
212,North Myrtle Beach,US,33.816,-78.68,72.12,91,100,27.63,overcast clouds
213,Emerald,AU,-23.5333,148.1667,83.34,46,0,6.02,clear sky
214,Mokshan,RU,53.4365,44.6132,37.18,100,100,3.51,light rain
215,Isangel,VU,-19.55,169.2667,85.19,74,100,7.02,overcast clouds
216,Pevek,RU,69.7008,170.3133,-12.21,92,58,4.23,broken clouds
217,Kodiak,US,57.79,-152.4072,40.51,93,100,25.32,light rain
218,Sinnamary,GF,5.3833,-52.95,77.31,81,98,8.57,moderate rain
219,Ondjiva,AO,-17.0667,15.7333,66.72,91,100,5.37,light rain
220,Luorong,CN,24.4058,109.6086,60.93,71,69,17.56,broken clouds
221,Tagusao,PH,9.1924,117.8141,83.59,66,14,0.89,few clouds
222,East London,ZA,-33.0153,27.9116,66.79,93,100,9.13,light rain
223,San Andres,CO,12.5847,-81.7006,80.62,78,20,8.05,few clouds
224,Qui Nhon,VN,13.7667,109.2333,77.36,87,93,2.64,overcast clouds
225,Chara,RU,56.9064,118.2631,19.04,70,16,2.35,few clouds
226,Hualmay,PE,-11.0964,-77.6139,69.46,85,100,8.23,overcast clouds
227,Te Anau,NZ,-45.4167,167.7167,55.92,62,95,1.34,overcast clouds
228,Hambantota,LK,6.1241,81.1185,78.04,83,25,1.25,scattered clouds
229,Homer,US,59.6425,-151.5483,42.69,70,100,9.22,overcast clouds
230,Talnakh,RU,69.4865,88.3972,13.21,96,100,5.82,light snow
231,Bontang,ID,0.1333,117.5,82.47,74,100,3.29,light rain
232,Caraz,PE,-9.0486,-77.81,62.8,92,100,3.74,light rain
233,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.4,89,36,8.23,scattered clouds
234,Padang,ID,-0.9492,100.3543,79.97,58,49,1.9,scattered clouds
235,Kastamonu,TR,41.5,33.6667,48.42,63,100,4.47,overcast clouds
236,Lorengau,PG,-2.0226,147.2712,85.53,69,55,15.55,broken clouds
237,Maceio,BR,-9.6658,-35.7353,74.64,94,40,3.44,scattered clouds
238,Vardo,NO,70.3705,31.1107,26.74,70,100,11.1,overcast clouds
239,Souillac,MU,-20.5167,57.5167,76.82,81,100,19.93,light rain
240,Carlisle,US,40.2015,-77.1889,60.44,90,98,10.6,overcast clouds
241,Mahebourg,MU,-20.4081,57.7,78.26,78,94,20.8,light rain
242,Wewak,PG,-3.5534,143.6268,79.92,85,100,8.55,moderate rain
243,Chapais,CA,49.7834,-74.8492,37.18,100,100,13.29,overcast clouds
244,Bethanien,NA,-26.502,17.1583,66.13,49,0,4.07,clear sky
245,Faya,SA,18.3851,42.4509,54.12,20,0,4.94,clear sky
246,Toora-Khem,RU,52.4675,96.11,22.42,81,70,2.71,broken clouds
247,Kavaratti,IN,10.5669,72.642,83.01,75,81,6.78,broken clouds
248,Plerin,FR,48.5425,-2.7798,41.45,64,75,16.11,broken clouds
249,Cayenne,GF,4.9333,-52.3333,81.09,1,75,8.05,light rain
250,Alzamay,RU,55.5562,98.6644,35.37,78,100,4.14,overcast clouds
251,Atambua,ID,-9.1061,124.8925,80.1,67,5,0.49,clear sky
252,Brownsville,US,25.9018,-97.4975,72.09,79,0,12.66,clear sky
253,Touros,BR,-5.1989,-35.4608,80.35,79,100,11.48,overcast clouds
254,Eenhana,NA,-17.4667,16.3333,65.98,93,100,6.29,overcast clouds
255,Holetown,BB,13.1867,-59.6381,77.56,76,100,20.76,overcast clouds
256,Nuuk,GL,64.1835,-51.7216,29.01,100,20,9.22,few clouds
257,Itu,BR,-23.2642,-47.2992,68.92,88,100,13.13,light rain
258,Hohhot,CN,40.8106,111.6522,41.36,26,83,2.68,broken clouds
259,Verkhnyaya Toyma,RU,62.2349,44.9985,2.89,100,96,1.88,overcast clouds
260,Guozhen,CN,34.3659,107.359,58.03,35,22,1.05,few clouds
261,Doha,QA,25.2867,51.5333,69.78,37,0,2.3,clear sky
262,Broome,US,42.2506,-75.833,57.02,81,100,5.75,overcast clouds
263,Ilulissat,GL,69.2167,-51.1,17.62,93,100,2.3,overcast clouds
264,Tazovskiy,RU,67.4667,78.7,13.89,92,100,16.13,overcast clouds
265,Plettenberg Bay,ZA,-34.0527,23.3716,62.82,82,100,0.81,overcast clouds
266,Mogzon,RU,51.7435,111.9606,26.53,71,18,6.53,few clouds
267,Dickinson,US,29.4608,-95.0513,73.13,52,0,3.44,clear sky
268,Leningradskiy,RU,69.3833,178.4167,7.74,90,100,5.3,overcast clouds
269,Lincoln,US,40.8,-96.667,46.17,37,0,5.75,clear sky
270,Fairview,US,40.8126,-73.999,66.02,82,100,23.02,overcast clouds
271,Mao,ES,39.8885,4.2658,52.36,93,0,6.91,clear sky
272,Manokwari,ID,-0.8667,134.0833,81.95,72,96,0.78,overcast clouds
273,Klaksvik,FO,62.2266,-6.589,36.52,66,99,10.67,overcast clouds
274,Yagodnoye,RU,62.55,149.6667,6.15,83,100,4.76,overcast clouds
275,Atuona,PF,-9.8,-139.0333,78.84,75,79,8.23,broken clouds
276,Kahului,US,20.8947,-156.47,82.42,71,40,20.71,scattered clouds
277,Senno,RU,59.5336,33.9167,4.26,97,20,3.24,few clouds
278,Novyy Rogachik,RU,48.6768,44.0608,52.7,63,100,12.55,overcast clouds
279,Mesaria,GR,36.3985,25.4459,63.86,74,100,33.46,overcast clouds
280,San Pedro,PH,14.35,121.0167,88.32,65,100,11.27,overcast clouds
281,Gazli,UZ,40.1333,63.45,55.96,35,78,4.61,broken clouds
282,Fortuna,US,40.5982,-124.1573,53.94,72,20,16.11,few clouds
283,Oga,IT,46.4631,10.347,38.8,97,100,4.61,snow
284,Rawah,IQ,34.4816,41.9093,64.72,33,8,9.48,clear sky
285,Fairbanks,US,64.8378,-147.7164,29.3,28,0,12.66,clear sky
286,Meulaboh,ID,4.1363,96.1285,78.35,81,60,2.44,broken clouds
287,Cherskiy,RU,68.75,161.3,-7.1,92,94,5.99,overcast clouds
288,Amga,RU,60.8953,131.9608,16.81,88,98,2.1,overcast clouds
289,Nogliki,RU,51.8333,143.1667,26.58,59,1,9.55,clear sky
290,Vanimo,PG,-2.6741,141.3028,84.09,69,100,4.81,overcast clouds
291,Tasiilaq,GL,65.6145,-37.6368,33.96,98,100,4.94,overcast clouds
292,Chipinge,ZW,-20.1883,32.6236,58.96,93,0,3.74,clear sky
293,Puerto Colombia,CO,10.9878,-74.9547,78.89,84,71,21.14,broken clouds
294,Gisborne,NZ,-38.6533,178.0042,67.77,73,100,9.69,overcast clouds
295,Bull Savanna,JM,17.8868,-77.5902,74.95,82,19,12.73,few clouds
296,Tucuman,AR,-26.8241,-65.2226,55.4,82,75,3.44,broken clouds
297,Jerome,US,42.7241,-114.5186,47.84,34,0,26.46,clear sky
298,Paracuru,BR,-3.41,-39.0306,81.1,86,98,3.53,overcast clouds
299,Corrente,BR,-3.7367,-43.3394,72.59,98,100,1.25,moderate rain
300,Tierranueva,MX,21.6833,-100.5667,66.83,32,42,12.21,scattered clouds
301,Nichinan,JP,31.6,131.3667,55.69,69,99,19.55,overcast clouds
302,Thaton,MM,16.9206,97.3714,81.27,76,16,3.44,few clouds
303,Camana,PE,-16.6228,-72.7111,69.46,79,70,6.06,broken clouds
304,Muisne,EC,0.6,-80.0333,77.14,87,67,5.08,broken clouds
305,Voh,NC,-20.9667,164.7,85.21,73,80,4.32,broken clouds
306,Chicama,PE,-7.8447,-79.1469,64.94,78,49,6.87,scattered clouds
307,Upernavik,GL,72.7868,-56.1549,11.05,97,100,9.4,overcast clouds
308,Veraval,IN,20.9,70.3667,74.7,75,0,5.01,clear sky
309,Novikovo,RU,51.1537,37.8879,46.98,88,100,7.14,overcast clouds
310,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,50,0,3.44,clear sky
311,Mount Darwin,ZW,-16.7725,31.5838,60.89,95,7,2.62,clear sky
312,Castro,BR,-24.7911,-50.0119,54.64,98,100,9.15,overcast clouds
313,Ahipara,NZ,-35.1667,173.1667,71.71,66,100,2.44,overcast clouds
314,Urengoy,RU,65.9667,78.3667,14.94,89,100,16.42,overcast clouds
315,Kiama,AU,-34.6833,150.8667,63.0,92,100,8.01,light rain
316,Pacific Grove,US,36.6177,-121.9166,66.54,77,40,8.05,scattered clouds
317,Seymchan,RU,62.8833,152.4333,8.64,73,99,10.22,overcast clouds
318,Luderitz,NA,-26.6481,15.1594,60.04,77,0,16.6,clear sky
319,Lagos,NG,6.5833,3.75,81.3,84,87,5.75,overcast clouds
320,Margate,GB,51.3813,1.3862,37.69,77,100,24.0,overcast clouds
321,Saint-Pierre,RE,-21.3393,55.4781,76.91,79,75,12.66,broken clouds
322,Cedar City,US,37.6775,-113.0619,53.4,50,40,12.66,scattered clouds
323,Sabancuy,MX,18.9667,-91.1833,79.52,78,7,8.95,clear sky
324,Timmins,CA,48.4669,-81.3331,22.82,86,100,13.8,overcast clouds
325,Roald,NO,62.5833,6.1333,34.75,100,75,4.61,broken clouds
326,Ferkessedougou,CI,9.6,-5.2,82.58,57,10,9.04,clear sky
327,Marsh Harbour,BS,26.5412,-77.0636,76.26,75,60,18.39,broken clouds
328,Sorland,NO,67.667,12.6934,32.86,54,100,2.46,overcast clouds
329,Secunda,ZA,-26.55,29.1667,54.3,94,0,4.83,clear sky
330,Kinablangan,PH,7.6947,126.5503,82.4,74,99,5.17,overcast clouds
331,Grindavik,IS,63.8424,-22.4338,37.87,87,75,5.75,broken clouds
332,Kavieng,PG,-2.5744,150.7967,82.83,76,82,7.85,light rain
333,Severo-Yeniseyskiy,RU,60.3725,93.0408,22.96,96,100,4.18,light snow
334,Kloulklubed,PW,7.0419,134.2556,79.3,73,99,7.61,overcast clouds
335,Samfya,ZM,-11.3649,29.5565,63.97,95,88,6.82,light rain
336,Shirokiy,RU,49.758,129.523,26.47,85,14,5.86,few clouds
337,Lakes Entrance,AU,-37.8811,147.981,63.16,72,100,15.3,overcast clouds
338,Anadyr,RU,64.75,177.4833,21.0,79,100,33.55,overcast clouds
339,Malatya,TR,38.5,38.0,37.45,75,0,4.61,clear sky
340,Kostino,RU,58.9097,53.2691,12.79,94,100,3.56,overcast clouds
341,Ixtapa,MX,20.7,-105.2,72.63,68,40,12.66,scattered clouds
342,San Ramon,US,37.7799,-121.978,70.48,58,0,14.97,clear sky
343,Mehamn,NO,71.0357,27.8492,25.23,71,100,8.16,light snow
344,Itanhaem,BR,-24.1831,-46.7889,70.39,90,100,11.23,overcast clouds
345,Hutchinson,US,38.0608,-97.9298,44.55,53,0,4.61,clear sky
346,Port Macquarie,AU,-31.4333,152.9167,72.9,68,100,18.41,overcast clouds
347,Kemijarvi,FI,66.7131,27.4306,7.02,97,99,1.79,overcast clouds
348,Yulara,AU,-25.2406,130.9889,71.44,28,99,17.27,overcast clouds
349,Mwene-Ditu,CD,-7.0,23.45,65.55,97,64,2.98,broken clouds
